stock_name,share_price,share_quantity,dividend,earnings,date
BHP,40.42,5071530817,0.3194,24430000000,10/06/2008 16:00:00
BHP,40.59,5071530817,0.3194,24430000000,11/06/2008 16:00:00
BHP,39.06,5071530817,0.3194,24430000000,12/06/2008 16:00:00
BHP,40.22,5071530817,0.3194,24430000000,13/06/2008 16:00:00
BHP,40.75,5071530817,0.3194,24430000000,16/06/2008 16:00:00
BHP,41.98,5071530817,0.3194,24430000000,17/06/2008 16:00:00
BHP,42.35,5071530817,0.3194,24430000000,18/06/2008 16:00:00
BHP,42.04,5071530817,0.3194,24430000000,19/06/2008 16:00:00
BHP,41.72,5071530817,0.3194,24430000000,20/06/2008 16:00:00
BHP,41.68,5071530817,0.3194,24430000000,23/06/2008 16:00:00
BHP,42.87,5071530817,0.3194,24430000000,24/06/2008 16:00:00
BHP,40.85,5071530817,0.3194,24430000000,25/06/2008 16:00:00
BHP,41.07,5071530817,0.3194,24430000000,26/06/2008 16:00:00
BHP,40.08,5071530817,0.3194,24430000000,27/06/2008 16:00:00
BHP,40.84,5071530817,0.3194,24430000000,30/06/2008 16:00:00
BHP,41.49,5071530817,0.3194,24430000000,01/07/2008 16:00:00
BHP,40.08,5071530817,0.3194,24430000000,02/07/2008 16:00:00
BHP,37.21,5071530817,0.3194,24430000000,03/07/2008 16:00:00
BHP,38.03,5071530817,0.3194,24430000000,04/07/2008 16:00:00
BHP,37.14,5071530817,0.3194,24430000000,07/07/2008 16:00:00
BHP,36.91,5071530817,0.3194,24430000000,08/07/2008 16:00:00
BHP,37.36,5071530817,0.3194,24430000000,09/07/2008 16:00:00
BHP,36.26,5071530817,0.3194,24430000000,10/07/2008 16:00:00
